index,Body Type,Color,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
1670,Sedan,Red,Used ,1600 cc," 60,000 KM",3,Automatic,2019,Mazda,"305,000 EGP"
1773,Sedan,NA,Used ,3000 cc," 200,000 KM",280,Automatic,2008,Mercedes,"305,000 EGP"
2379,SUV,Black,Used ,1600 cc," 35,000 KM",2008,Automatic,2019,Peugeot,"305,000 EGP"
396,SUV,NA, New ,1500 cc,0 KM,7,Automatic,2021,Cherry,"307,000 EGP"
399,SUV,Dark Grey,Used ,1500 cc, 0 KM,7,Automatic,2021,Cherry,"307,000 EGP"
510,SUV,White,Used ,1300 cc," 15,000 KM",C3,Automatic,2020,Citroen,"307,000 EGP"
1398,Sedan,NA, New ,1600 cc,0 KM,Cerato,Automatic,2021,Kia,"309,900 EGP"
2190,Hatchback,Silver,Used ,1500 cc," 100,000 KM",128,Manual,1977,Nasr,"31,000 EGP"
87,SUV,Black,Used ,1500 cc," 140,000 KM",218,Automatic,2015,BMW,"310,000 EGP"
1064,Sedan,Navy Blue,Used ,1600 cc," 20,000 KM",AD,Automatic,2020,Hyundai,"310,000 EGP"
1102,Sedan,Maroon,Used ,1600 cc," 45,000 KM",MD,Automatic,2020,Hyundai,"310,000 EGP"
1176,SUV,Brown,Used ,1600 cc," 77,000 KM",35,Automatic,2016,Hyundai,"310,000 EGP"
1181,SUV,Brown,Used ,1600 cc," 150,000 KM",35,Automatic,2016,Hyundai,"310,000 EGP"
1293,Sedan,Navy Blue,Used ,2500 cc," 90,000 KM",Type,Automatic,2009,Jaguar,"310,000 EGP"
1381,Hatchback,Brown,Used ,1600 cc," 70,000 KM",Carens,Automatic,2016,Kia,"310,000 EGP"
1382,Hatchback,Brown,Used ,1600 cc," 70,000 KM",Carens,Automatic,2016,Kia,"310,000 EGP"
1485,Hatchback,Brown,Used ,1600 cc," 70,000 KM",Carens,Automatic,2016,Kia,"310,000 EGP"
1486,Hatchback,Brown,Used ,1600 cc," 70,000 KM",Carens,Automatic,2016,Kia,"310,000 EGP"
1669,Sedan,Silver,Used ,1600 cc," 5,000 KM",3,Automatic,2019,Mazda,"310,000 EGP"
1672,Sedan,Silver,Used ,1600 cc," 50,000 KM",3,Automatic,2019,Mazda,"310,000 EGP"
1742,Hatchback,Dark Grey,Used ,1600 cc," 80,000 KM",200,Automatic,2013,Mercedes,"310,000 EGP"
1954,Sedan,White,Used ,3200 cc," 191,000 KM",E320,Automatic,2004,Mercedes,"310,000 EGP"
2107,Hatchback,White,Used ,1600 cc," 40,000 KM",Cooper,Automatic,2012,Mini,"310,000 EGP"
2296,Sedan,Gray,Used ,1400 cc," 14,000 KM",Astra,Automatic,2021,Opel,"310,000 EGP"
2793,SUV,NA, New ,1600 cc,0 KM,Arona,Automatic,2021,Seat,"310,000 EGP"
2828,Hatchback,Blue,Used ,1600 cc," 67,000 KM",Leon,Automatic,2018,Seat,"310,000 EGP"
2831,Hatchback,White,Used ,1200 cc," 65,000 KM",Leon,Automatic,2018,Seat,"310,000 EGP"
3149,SUV,White,Used ,4400 cc," 316,500 KM",cruiser,Manual,2007,Toyota,"310,000 EGP"
3285,Sedan,Black,Used ,1500 cc," 150,000 KM",S60,Automatic,2018,Volvo,"310,000 EGP"
2246,Sedan,NA, New ,1600 cc,0 KM,Sentra,Automatic,2021,Nissan,"310,500 EGP"
2325,Automatic,NA,Used ,NA," 20,000 KM",Land,1200 cc,2019,Opel,"314,000 EGP"
2247,Sedan,NA, New ,1600 cc,0 KM,Sentra,Automatic,2021,Nissan,"314,400 EGP"
1442,Sedan,NA, New ,1600 cc,0 KM,Rio,Automatic,2020,Kia,"314,900 EGP"
67,Hatchback,Blue,Used ,1600 cc," 96,000 KM",116i,Automatic,2014,BMW,"315,000 EGP"
68,Hatchback,Blue,Used ,1600 cc," 96,000 KM",116i,Automatic,2014,BMW,"315,000 EGP"
69,Hatchback,Blue,Used ,1600 cc," 96,000 KM",116i,Automatic,2014,BMW,"315,000 EGP"
1362,SUV,Black,Used ,1400 cc," 100,000 KM",Renegade,Automatic,2016,Jeep,"315,000 EGP"
1364,SUV,Silver,Used ,1400 cc," 58,000 KM",Renegade,Manual,2016,Jeep,"315,000 EGP"
1743,Hatchback,Champagne,Used ,1600 cc," 146,000 KM",200,Automatic,2013,Mercedes,"315,000 EGP"
1925,Sedan,Black,Used ,2500 cc," 188,000 KM",E240,Automatic,2004,Mercedes,"315,000 EGP"
2812,Hatchback,NA,Used ,1600 cc," 2,500 KM",Ibiza,Automatic,2019,Seat,"315,000 EGP"
2830,Hatchback,White,Used ,1200 cc," 47,000 KM",Leon,Automatic,2018,Seat,"315,000 EGP"
1076,Sedan,NA, New ,1600 cc,0 KM,CN7,Automatic,2021,Hyundai,"317,000 EGP"
1617,Sedan,NA, New ,1500 cc,0 KM,6,Dual Clutch,2021,MG,"317,990 EGP"
2659,SUV,NA, New ,1600 cc,0 KM,Duster,Automatic,2021,Renault,"318,000 EGP"
2833,Coupe,Blue,Used ,1600 cc," 49,000 KM",Leon,Automatic,2017,Seat,"318,000 EGP"
3134,Sedan,Black,Used ,1600 cc," 15,000 KM",Corolla,Automatic,2021,Toyota,"318,000 EGP"
1087,Sedan,Maroon,Used ,1600 cc, 300 KM,CN7,Automatic,2021,Hyundai,"319,000 EGP"
714,Van,NA, New ,1400 cc,0 KM,Doblo,Manual,2020,Fiat,"319,900 EGP"
2295,Sedan,NA, New ,1400 cc,0 KM,Astra,Automatic,2021,Opel,"319,990 EGP"
749,Coupe,White,Used ,1500 cc," 19,000 KM",Regata,Manual,1988,Fiat,"32,000 EGP"
2493,Sedan,Green,Used ,1700 cc, 220 KM,504,Manual,1979,Peugeot,"32,000 EGP"
2496,Sedan,Baby Blue,Used ,2000 cc," 300,000 KM",504,Manual,1976,Peugeot,"32,000 EGP"
3184,Hatchback,Yellow,Used ,1300 cc," 100,000 KM",Beetles,Manual,1973,Volkswagen,"32,000 EGP"
163,Sedan,Navy Blue,Used ,2500 cc," 230,000 KM",523i,Automatic,2010,BMW,"320,000 EGP"
1175,SUV,Gray,Used ,1600 cc," 118,000 KM",35,Automatic,2016,Hyundai,"320,000 EGP"
1179,SUV,Gray,Used ,1600 cc," 118,000 KM",35,Automatic,2016,Hyundai,"320,000 EGP"
1316,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"320,000 EGP"
1317,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"320,000 EGP"
1318,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"320,000 EGP"
1744,Hatchback,Silver,Used ,1600 cc," 118,000 KM",200,Automatic,2013,Mercedes,"320,000 EGP"
1862,Cabriolet,Black,Used ,3200 cc," 230,000 KM",CLK,Automatic,2002,Mercedes,"320,000 EGP"
1923,Sedan,Navy Blue,Used ,2500 cc," 185,000 KM",E240,Automatic,2005,Mercedes,"320,000 EGP"
1926,Sedan,NA,Used ,3000 cc," 197,000 KM",E240,Automatic,2004,Mercedes,"320,000 EGP"
2297,Sedan,Gray,Used ,1400 cc," 3,400 KM",Astra,Automatic,2021,Opel,"320,000 EGP"
2327,SUV,Black,Used ,1400 cc," 49,000 KM",Land,Automatic,2018,Opel,"320,000 EGP"
2640,SUV,Dark Grey,Used ,1200 cc," 57,000 KM",Captur,Automatic,2018,Renault,"320,000 EGP"
2664,SUV,White,Used ,1600 cc," 5,000 KM",Duster,Automatic,2020,Renault,"320,000 EGP"
3027,SUV,Maroon,Used ,1600 cc," 29,000 KM",XV,Automatic,2017,Subaru,"320,000 EGP"
3031,SUV,Silver,Used ,1600 cc," 79,000 KM",XV,Automatic,2016,Subaru,"320,000 EGP"
3116,Sedan,NA, New ,1600 cc,0 KM,Corolla,Automatic,2021,Toyota,"320,000 EGP"
3150,Van,White,Used ,4200 cc," 400,000 KM",cruiser,Manual,2005,Toyota,"320,000 EGP"
3289,Sedan,Silver,Used ,1500 cc," 155,000 KM",S60,Automatic,2016,Volvo,"320,000 EGP"
3290,Sedan,Maroon,Used ,1600 cc," 99,000 KM",S60,Automatic,2015,Volvo,"320,000 EGP"
1059,Sedan,NA, New ,1600 cc,0 KM,AD,Automatic,2020,Hyundai,"322,000 EGP"
1182,SUV,Black,Used ,1600 cc," 100,000 KM",35,Automatic,2015,Hyundai,"322,000 EGP"
1618,Sedan,NA, New ,1500 cc,0 KM,6,Dual Clutch,2021,MG,"322,990 EGP"
1066,Sedan,Navy Blue,Used ,1600 cc," 17,000 KM",AD,Automatic,2020,Hyundai,"323,000 EGP"
1067,Sedan,Navy Blue,Used ,1600 cc," 17,000 KM",AD,Automatic,2020,Hyundai,"323,000 EGP"
1619,Sedan,Black,Used ,1500 cc, 10 KM,6,Dual Clutch,2021,MG,"323,000 EGP"
1774,Sedan,Black,Used ,2800 cc," 180,000 KM",280,Automatic,2008,Mercedes,"323,000 EGP"
1644,SUV,NA, New ,1500 cc,0 KM,RX5,Dual Clutch,2021,MG,"324,990 EGP"
29,Sedan,Black,Used ,1400 cc," 180,000 KM",A3,Automatic,2015,Audi,"325,000 EGP"
43,Sedan,NA,Used ,1800 cc," 105,000 KM",A4,Automatic,2012,Audi,"325,000 EGP"
804,SUV,NA, New ,1000 cc,0 KM,Ecosport,Automatic,2021,Ford,"325,000 EGP"
866,SUV,Silver,Used ,1500 cc," 169,000 KM",Kuga,Automatic,2015,Ford,"325,000 EGP"
1185,Hatchback,Gray,Used ,1600 cc," 88,000 KM",35,Automatic,2015,Hyundai,"325,000 EGP"
1319,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"325,000 EGP"
1320,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"325,000 EGP"
1321,SUV,Black,Used ,3700 cc," 175,000 KM",Commander,Automatic,2012,Jeep,"325,000 EGP"
1361,Automatic,Factory Paint,Used ,In Warranty," 47,000 KM",Renegade,1400 cc,2017,Jeep,"325,000 EGP"
1404,Sedan,Black,Used ,1600 cc," 70,000 KM",Cerato,Automatic,2019,Kia,"325,000 EGP"
1477,SUV,Silver,Used ,3500 cc," 162,000 KM",Sorento,Automatic,2012,Kia,"325,000 EGP"
1648,SUV,Brown,Used ,1500 cc," 36,000 KM",RX5,Automatic,2019,MG,"325,000 EGP"
1671,Sedan,In Warranty,Used ,1600 cc," 29,000 KM",3,Automatic,2019,Mazda,"325,000 EGP"
2238,SUV,Navy Blue,Used ,1200 cc," 60,000 KM",Qashqai,Automatic,2019,Nissan,"325,000 EGP"
2244,Automatic,NA,Used ,NA," 70,000 KM",Qashqai,1200 cc,2018,Nissan,"325,000 EGP"
2997,SUV,NA, New ,1600 cc,0 KM,Tivoli,Automatic,2021,SsangYong,"325,000 EGP"
3010,Sedan,Red,Used ,1600 cc," 66,000 KM",Impreza,Automatic,2018,Subaru,"325,000 EGP"
3249,Coupe,Silver,Used ,1400 cc," 150,000 KM",CC,Automatic,2012,Volkswagen,"325,000 EGP"
1077,Sedan,NA, New ,1600 cc,0 KM,CN7,Automatic,2021,Hyundai,"327,000 EGP"
1402,Sedan,Silver,Used ,1600 cc, 0 KM,Cerato,Automatic,2021,Kia,"328,000 EGP"
2722,Sedan,NA, New ,1600 cc,0 KM,Megane,CVT,2021,Renault,"329,000 EGP"
779,Hatchback,NA, New ,1600 cc,0 KM,Tipo,Automatic,2021,Fiat,"329,900 EGP"
821,Hatchback,NA, New ,1000 cc,0 KM,Fiesta,Automatic,2019,Ford,"329,900 EGP"
556,Sedan,Gray,Used ,1500 cc," 9,999 KM",Espero,Automatic,1994,Daewoo,"33,000 EGP"
1690,Sedan,Green,Used ,2200 cc," 100,001 KM",E,Manual,1980,Mercedes,"33,000 EGP"
1691,Sedan,Green,Used ,2400 cc," 111,111,111 KM",E,Manual,1980,Mercedes,"33,000 EGP"
2751,Sedan,Navy Blue,Used ,1300 cc," 200,000 KM",Rainbow,Manual,1997,Renault,"33,000 EGP"
105,Sedan,NA,Used ,1600 cc," 180,000 KM",316i,Automatic,2015,BMW,"330,000 EGP"
171,Sedan,Silver,Used ,2500 cc," 150,000 KM",523i,Automatic,2007,BMW,"330,000 EGP"
635,SUV,Black,Used ,1500 cc," 45,000 KM",Terios,Automatic,2016,Daihatsu,"330,000 EGP"
697,Coupe,NA, New ,1400 cc,0 KM,500,Automatic,2021,Fiat,"330,000 EGP"
1177,SUV,Gray,Used ,1600 cc," 70,000 KM",35,Automatic,2016,Hyundai,"330,000 EGP"
1309,SUV,Gray,Used ,3700 cc," 185,000 KM",Cherokee,Automatic,2012,Jeep,"330,000 EGP"
1363,SUV,Beige,Used ,1400 cc," 74,000 KM",Renegade,Automatic,2016,Jeep,"330,000 EGP"
1604,Sedan,White,Used ,3700 cc," 120,000 KM",Car,Automatic,2000,Lincoln,"330,000 EGP"
2237,Automatic,In Warranty,Used ,Maroon," 65,000 KM",Qashqai,1200 cc,2019,Nissan,"330,000 EGP"
2243,SUV,Maroon,Used ,1200 cc," 99,000 KM",Qashqai,Automatic,2018,Nissan,"330,000 EGP"
2809,Hatchback,Black,Used ,1600 cc," 15,000 KM",Ibiza,Automatic,2020,Seat,"330,000 EGP"
2913,Sedan,Brown,Used ,1400 cc," 68,000 KM",Octavia,Dual Clutch,2015,Skoda,"330,000 EGP"
3109,Hatchback,White,Used ,1200 cc," 65,000 KM",C-HR,Automatic,2017,Toyota,"330,000 EGP"
3128,Sedan,Black,Used ,1600 cc," 3,800 KM",Corolla,Automatic,2021,Toyota,"330,000 EGP"
3129,Sedan,White,Used ,1600 cc, 0 KM,Corolla,Automatic,2021,Toyota,"330,000 EGP"
3195,Coupe,Silver,Used ,1400 cc," 150,000 KM",CC,Automatic,2012,Volkswagen,"330,000 EGP"
517,SUV,NA, New ,1200 cc,0 KM,Aircross,Automatic,2021,Citroen,"334,900 EGP"
414,SUV,NA, New ,1500 cc,0 KM,Captiva,Automatic,2021,Chevrolet,"334,990 EGP"
107,Sedan,Gray,Used ,1600 cc," 86,000 KM",316i,Automatic,2015,BMW,"335,000 EGP"
175,Sedan,Blue,Used ,2500 cc," 250,000 KM",525i,Automatic,2008,BMW,"335,000 EGP"
393,SUV,NA, New ,1500 cc,0 KM,4,Automatic,2019,Cherry,"335,000 EGP"
420,SUV,White,Used ,1500 cc," 6,500 KM",Captiva,Automatic,2020,Chevrolet,"335,000 EGP"
455,Sedan,White,Used ,1500 cc," 36,000 KM",Malibu,Automatic,2019,Chevrolet,"335,000 EGP"
867,SUV,White,Used ,1500 cc," 90,000 KM",Kuga,Automatic,2015,Ford,"335,000 EGP"
1060,Sedan,NA, New ,1600 cc,0 KM,AD,Automatic,2020,Hyundai,"335,000 EGP"
1306,SUV,Black,Used ,3700 cc," 180,000 KM",Cherokee,Automatic,2012,Jeep,"335,000 EGP"
1310,Van,Black,Used ,3700 cc," 174,000 KM",Cherokee,Automatic,2011,Jeep,"335,000 EGP"
1649,SUV,Black,Used ,1500 cc," 38,000 KM",RX5,Automatic,2019,MG,"335,000 EGP"
1667,Sedan,Navy Blue,Used ,1600 cc," 5,000 KM",3,Automatic,2020,Mazda,"335,000 EGP"
2187,Automatic,NA, New ,NA,0 KM,Xpander,1500 cc,2021,Mitsubishi,"335,000 EGP"
2240,SUV,Purple,Used ,1200 cc," 52,000 KM",Qashqai,Automatic,2018,Nissan,"335,000 EGP"
2241,SUV,Dark Grey,Used ,1200 cc," 50,000 KM",Qashqai,Automatic,2018,Nissan,"335,000 EGP"
2242,SUV,Dark Grey,Used ,1200 cc," 50,000 KM",Qashqai,Automatic,2018,Nissan,"335,000 EGP"
2322,SUV,NA, New ,1200 cc,0 KM,Land,Automatic,2021,Opel,"335,000 EGP"
2693,SUV,Red,Used ,1200 cc," 43,000 KM",Kadjar,Automatic,2019,Renault,"335,000 EGP"
2807,Hatchback,NA, New ,1600 cc,0 KM,Ibiza,Automatic,2021,Seat,"335,000 EGP"
2829,Hatchback,Maroon,Used ,1600 cc," 50,000 KM",Leon,Automatic,2018,Seat,"335,000 EGP"
3003,SUV,White,Used ,1600 cc," 49,000 KM",XLV,Automatic,2019,SsangYong,"335,000 EGP"
1078,Sedan,NA, New ,1600 cc,0 KM,CN7,Automatic,2021,Hyundai,"339,000 EGP"
1088,Sedan,Dark Grey,Used ,1600 cc, 0 KM,CN7,Automatic,2021,Hyundai,"339,000 EGP"
1403,Sedan,Gray,Used ,1600 cc, 3 KM,Cerato,Automatic,2021,Kia,"339,000 EGP"
1399,Sedan,NA, New ,1600 cc,0 KM,Cerato,Automatic,2021,Kia,"339,900 EGP"
1443,Sedan,NA, New ,1600 cc,0 KM,Rio,Automatic,2020,Kia,"339,900 EGP"
26,Hatchback,Navy Blue,Used ,1400 cc," 130,000 KM",A3,Automatic,2016,Audi,"340,000 EGP"
96,SUV,Maroon,Used ,1500 cc," 65,000 KM",218i,Automatic,2016,BMW,"340,000 EGP"
106,Sedan,Brown,Used ,1600 cc," 155,000 KM",316i,Manual,2015,BMW,"340,000 EGP"
336,SUV,White,Used ,1500 cc," 30,000 KM",V6,Automatic,2020,Brilliance,"340,000 EGP"
1308,SUV,Gray,Used ,3700 cc," 80,000 KM",Cherokee,Automatic,2012,Jeep,"340,000 EGP"
1312,Sedan,Bronze,Used ,3700 cc, 117 KM,Cherokee,Automatic,2011,Jeep,"340,000 EGP"
1930,Sedan,Black,Used ,2400 cc," 280,000 KM",E240,Automatic,2004,Mercedes,"340,000 EGP"
2149,SUV,White,Used ,1500 cc," 95,000 KM",Eclipse,Automatic,2018,Mitsubishi,"340,000 EGP"
2689,SUV,Beige,Used ,1200 cc," 90,000 KM",Kadjar,Automatic,2019,Renault,"340,000 EGP"
2796,SUV,NA,Used ,1600 cc," 16,000 KM",Arona,Automatic,2019,Seat,"340,000 EGP"
3110,SUV,Black,Used ,1200 cc, 38 KM,C-HR,Automatic,2017,Toyota,"340,000 EGP"
3125,Sedan,Gold,Used ,1600 cc," 28,000 KM",Corolla,Automatic,2021,Toyota,"340,000 EGP"
3126,Sedan,Gold,Used ,1600 cc," 28,000 KM",Corolla,Automatic,2021,Toyota,"340,000 EGP"
3130,Sedan,Gold,Used ,1600 cc," 28,000 KM",Corolla,Automatic,2021,Toyota,"340,000 EGP"
3131,Sedan,Gold,Used ,1600 cc," 28,000 KM",Corolla,Automatic,2021,Toyota,"340,000 EGP"
3132,Sedan,Gold,Used ,1600 cc," 28,000 KM",Corolla,Automatic,2021,Toyota,"340,000 EGP"
3155,SUV,NA, New ,1500 cc,0 KM,Rush,Automatic,2021,Toyota,"340,000 EGP"
334,SUV,NA, New ,1500 cc,0 KM,V6,Automatic,2021,Brilliance,"344,900 EGP"
1645,SUV,NA, New ,1500 cc,0 KM,RX5,Dual Clutch,2021,MG,"344,990 EGP"
825,Sedan,NA, New ,1500 cc,0 KM,Focus,Automatic,2021,Ford,"345,000 EGP"
858,SUV,Black,Used ,1500 cc," 55,000 KM",Kuga,Automatic,2016,Ford,"345,000 EGP"
920,Sedan,NA, New ,1500 cc,0 KM,City,CVT,2021,Honda,"345,000 EGP"
1089,Sedan,White,Used ,1600 cc, 44 KM,CN7,Automatic,2021,Hyundai,"345,000 EGP"
1174,Hatchback,Red,Used ,1600 cc," 98,000 KM",35,Automatic,2017,Hyundai,"345,000 EGP"
1178,SUV,Red,Used ,1600 cc," 99,000 KM",35,Automatic,2016,Hyundai,"345,000 EGP"
1377,SUV,Gray,Used ,1600 cc," 23,000 KM",Carens,Automatic,2017,Kia,"345,000 EGP"
1481,SUV,Gray,Used ,1600 cc," 23,000 KM",Carens,Automatic,2017,Kia,"345,000 EGP"
1931,Sedan,Champagne,Used ,2400 cc," 165,000 KM",E240,Automatic,2003,Mercedes,"345,000 EGP"
1955,Sedan,White,Used ,3200 cc," 190,000 KM",E320,Automatic,2003,Mercedes,"345,000 EGP"
1965,Sedan,Black,Used ,2500 cc," 170,000 KM",E350,Automatic,2005,Mercedes,"345,000 EGP"
2150,SUV,Black,Used ,1500 cc," 50,000 KM",Eclipse,Automatic,2018,Mitsubishi,"345,000 EGP"
2151,SUV,Gray,Used ,1500 cc," 38,500 KM",Eclipse,Automatic,2018,Mitsubishi,"345,000 EGP"
2185,SUV,NA,Used ,3800 cc," 140,000 KM",Pajero,Automatic,2005,Mitsubishi,"345,000 EGP"
2508,Sedan,Silver,Used ,1600 cc," 70,000 KM",508,Automatic,2017,Peugeot,"345,000 EGP"
2509,Sedan,Silver,Used ,1600 cc," 70,000 KM",508,Automatic,2017,Peugeot,"345,000 EGP"
2510,Sedan,Silver,Used ,1600 cc," 70,000 KM",508,Automatic,2017,Peugeot,"345,000 EGP"
2794,SUV,NA, New ,1600 cc,0 KM,Arona,Automatic,2021,Seat,"345,000 EGP"
2998,Automatic,NA, New ,NA,0 KM,Tivoli,1600 cc,2021,SsangYong,"345,000 EGP"
3127,Sedan,Bronze,Used ,1600 cc," 25,000 KM",Corolla,Automatic,2021,Toyota,"345,000 EGP"
3133,Sedan,Red,Used ,1600 cc," 32,000 KM",Corolla,Automatic,2021,Toyota,"345,000 EGP"
3160,Hatchback,NA, New ,1500 cc,0 KM,Yaris,CVT,2021,Toyota,"345,000 EGP"
2102,Hatchback,Silver,Used ,1500 cc," 34,000 KM",Cooper,Automatic,2019,Mini,"348,000 EGP"
2103,Hatchback,Silver,Used ,1500 cc," 34,000 KM",Cooper,Automatic,2019,Mini,"348,000 EGP"
2660,SUV,NA, New ,1600 cc,0 KM,Duster,Automatic,2021,Renault,"348,000 EGP"
2723,Sedan,NA, New ,1600 cc,0 KM,Megane,CVT,2021,Renault,"348,000 EGP"
633,Hatchback,Baby Blue,Used ,1000 cc," 100,000 KM",Charade,Automatic,1990,Daihatsu,"35,000 EGP"
759,Sedan,White,Used ,1600 cc, 295 KM,Siena,Manual,2002,Fiat,"35,000 EGP"
793,Hatchback,NA,Used ,1000 cc," 220,000 KM",Uno,Manual,2000,Fiat,"35,000 EGP"
889,Hatchback,Red,Used ,1100 cc," 15,018 KM",Frotta,Manual,2005,Geely,"35,000 EGP"
1116,Sedan,Green,Used ,1500 cc," 200,000 KM",Excel,Manual,1997,Hyundai,"35,000 EGP"
1528,Sedan,NA,Used ,1200 cc," 29,000 KM",2105,Manual,1995,Lada,"35,000 EGP"
1529,Sedan,NA,Used ,1200 cc," 29,000 KM",2105,Manual,1995,Lada,"35,000 EGP"
1530,Sedan,NA,Used ,1200 cc," 29,000 KM",2105,Manual,1995,Lada,"35,000 EGP"
2224,Hatchback,Gold,Used ,1600 cc," 200,000 KM",Navara,Manual,1983,Nissan,"35,000 EGP"
2385,Coupe,Gold,Used ,1400 cc," 190,000 KM",205,Manual,1985,Peugeot,"35,000 EGP"
3180,Hatchback,White,Used ,1300 cc," 99,999 KM",Beetles,Manual,1977,Volkswagen,"35,000 EGP"
3185,Coupe,Factory Paint,Used ,1600 cc," 140,000 KM",Beetles,Manual,1973,Volkswagen,"35,000 EGP"
98,SUV,NA,Used ,1500 cc," 88,000 KM",218i,Automatic,2015,BMW,"350,000 EGP"
109,Sedan,Silver,Used ,1600 cc," 100,000 KM",316i,Automatic,2015,BMW,"350,000 EGP"
143,Cabriolet,White,Used ,3000 cc," 160,000 KM",330i,Automatic,2003,BMW,"350,000 EGP"
859,SUV,Silver,Used ,1500 cc," 120,000 KM",Kuga,Automatic,2016,Ford,"350,000 EGP"
860,SUV,Silver,Used ,1500 cc," 120,000 KM",Kuga,Automatic,2016,Ford,"350,000 EGP"
868,SUV,White,Used ,1500 cc," 90,000 KM",Kuga,Automatic,2015,Ford,"350,000 EGP"
907,SUV,Black,Used ,4000 cc," 500,000 KM",Yukon,Automatic,2007,GMC,"350,000 EGP"
934,Sedan,Gray,Used ,1600 cc," 118,000 KM",Civic,Automatic,2017,Honda,"350,000 EGP"
1322,SUV,Silver,Used ,5700 cc," 120,000 KM",Commander,Automatic,2008,Jeep,"350,000 EGP"
1337,SUV,Gray,Used ,3700 cc," 99,000 KM",Liberty,Automatic,2010,Jeep,"350,000 EGP"
1338,SUV,Dark Grey,Used ,3700 cc," 98,000 KM",Liberty,Automatic,2010,Jeep,"350,000 EGP"
1373,SUV,Red,Used ,3600 cc," 170,000 KM",Wrangler,Automatic,2012,Jeep,"350,000 EGP"
1376,SUV,Blue,Used ,3800 cc," 218,000 KM",Wrangler,Automatic,2012,Jeep,"350,000 EGP"
1668,Sedan,NA,Used ,1600 cc," 60,000 KM",3,Automatic,2019,Mazda,"350,000 EGP"
1745,Hatchback,Silver,Used ,1600 cc," 90,000 KM",200,Automatic,2013,Mercedes,"350,000 EGP"
1922,Sedan,Black,Used ,1600 cc," 293,000 KM",E230,Automatic,2008,Mercedes,"350,000 EGP"
1927,Sedan,Black,Used ,2800 cc," 180,000 KM",E240,Automatic,2004,Mercedes,"350,000 EGP"
1928,Sedan,Silver,Used ,2500 cc," 300,000 KM",E240,Automatic,2004,Mercedes,"350,000 EGP"
1933,Sedan,Silver,Used ,2800 cc," 177,000 KM",E280,Automatic,2006,Mercedes,"350,000 EGP"
1963,Sedan,Black,Used ,3000 cc," 153,000 KM",E350,Automatic,2006,Mercedes,"350,000 EGP"
2152,SUV,Silver,Used ,1500 cc," 14,700 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2153,SUV,Black,Used ,1500 cc," 60,000 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2154,SUV,Black,Used ,1500 cc," 60,000 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2156,SUV,Black,Used ,1500 cc," 60,000 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2157,SUV,Black,Used ,1500 cc," 60,000 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2158,SUV,Black,Used ,1500 cc," 60,000 KM",Eclipse,Automatic,2018,Mitsubishi,"350,000 EGP"
2228,SUV,Brown,Used ,4600 cc," 130,000 KM",Patrol,Manual,2007,Nissan,"350,000 EGP"
2239,SUV,Dark Grey,Used ,1200 cc," 43,000 KM",Qashqai,Automatic,2019,Nissan,"350,000 EGP"
2808,Hatchback,NA, New ,1600 cc,0 KM,Ibiza,Automatic,2021,Seat,"350,000 EGP"
2910,Sedan,Navy Blue,Used ,1600 cc," 59,000 KM",Octavia,Automatic,2018,Skoda,"350,000 EGP"
2911,Sedan,Navy Blue,Used ,1600 cc," 58,000 KM",Octavia,Automatic,2018,Skoda,"350,000 EGP"
3029,SUV,Gray,Used ,1600 cc," 60,000 KM",XV,Automatic,2016,Subaru,"350,000 EGP"
3124,Sedan,Black,Used ,1600 cc," 8,000 KM",Corolla,Automatic,2021,Toyota,"350,000 EGP"
3194,Sedan,Gold,Used ,1400 cc," 160,000 KM",CC,Automatic,2013,Volkswagen,"350,000 EGP"
3211,Hatchback,Gray,Used ,1200 cc," 10,000 KM",Golf,Automatic,2019,Volkswagen,"350,000 EGP"
3246,Sedan,Bronze,Used ,1600 cc," 100,000 KM",CC,Automatic,2013,Volkswagen,"350,000 EGP"
3247,Sedan,Bronze,Used ,1600 cc," 100,000 KM",CC,Automatic,2013,Volkswagen,"350,000 EGP"
2737,Coupe,Gray,Used ,1200 cc," 14,000 KM",II,Dual Clutch,2020,Renault,"352,000 EGP"
2208,SUV,NA, New ,1000 cc,0 KM,Juke,Dual Clutch,2021,Nissan,"352,500 EGP"
710,Hatchback,Gray,Used ,1400 cc," 7,000 KM",500X,Automatic,2020,Fiat,"355,000 EGP"
1061,Sedan,NA, New ,1600 cc,0 KM,AD,Automatic,2020,Hyundai,"355,000 EGP"
1198,SUV,Bronze,Used ,3000 cc," 95,000 KM",Fe,Automatic,2013,Hyundai,"355,000 EGP"
